Taxa Group;Family;InterestedGroup;Subfamily;Genus;Species;Taxa Original label in the French data-base;EnoUp_Pre1;EnoUp_Pre2;EnoUp_Pre3;EnoUp_Pre4;EnoUp_Pre5;EnoDown_Pre1;EnoDown_Pre2;EnoDown_Pre3;EnoDown_Pre4;EnoDown_Pre5;EnoUp_Post1;EnoUp_Post2;EnoUp_Post3;EnoUp_Post4;EnoUp_Post5;EnoDown_Post1;EnoDown_Post2;EnoDown_Post3;EnoDown_Post4;EnoDown_Post5;Taxa Original label in the French data-base;0.25cm;0.250.5cm;0.51cm;12cm;24cm;48cm;8cm;1year;more1year;less1;1year;more1;egg;larva;nymph;adult;ovoviviparity;isolated eggs free;isolated eggs cemented;clutches cemented or fixed;clutches free;clutches in vegetation;clutches terrestrial;asexual reproduction;aquatic passive;aquatic active;aerial passive;aerial active;eggs statoblasts;cocoons;housings against desiccation;diapause or dormancy;none;microorganisms;detritus less 1mm;dead plant more 1mm;living microphytes;living macrophytes;dead animal more 1mm;living microinvertebrates;living macroinvertebrates;vertebrates;absorber;deposit feeder;shredder;scraper;filter-feeder;piercer;predator;parasite;tegument;gill;plastron;spiracle;hydrostatic vesicle;cold less 15C;warm more 15C;eurythermic;less 4;more 4-4.5;more 4.5-5;more 5-5.5;more 5.5-6;more 6;oligotrophic;mesotrophic;eutrophic;xenosaprobic;oligosaprobic;b-mesosaprobic;a-mesosaprobic;polysaprobic;freshwater;brackish water;2  Pyrenees;4  Alps;8  Vosges Jura Massif Central;13a  lowlands oceanic;13b  lowlands mediterranean;lowlands;piedmont level;alpine level;crenon;epirithron;metarithron;hyporithron;epipotamon;metapotamon;estuary;outside river system;river channel;banks connected side-arms;ponds pools disconnected side-arms;marshes peat bogs;temporary waters;lakes;groundwaters;flagsboulderscobblespebbles;gravel;sand;silt;macrophytes;microphytes;twigsroots;organic detrituslitter;mud;flier;surface swimmer;full water swimmer;crawler;burrower;interstitial;temporarily attached;permanently attached;null;slow less 25 cms;medium 25-50 cmlesss;fast more 50 cms
Gastropoda;HYDROBIIDAE;HYDROBIIDAE;[Fam:HYDROBIIDAE];Potamopyrgus;antipodarum;Potamopyrgus jenkinsi;;;;;;;;;;;;;;;;;;;;;Potamopyrgus jenkinsi;0;3;2;0;0;0;0;3;1;0;1;3;3;0;0;3;3;0;0;0;0;0;0;0;3;2;2;0;0;0;0;1;0;0;0;4;2;3;0;0;0;0;0;0;3;2;0;0;0;0;1;3;0;0;0;0;1;3;0;0;0;0;0;3;0;2;3;0;0;2;2;1;2;3;3;3;2;3;3;3;0;0;0;0;0;0;2;4;3;2;2;3;1;0;0;1;0;3;2;1;1;3;3;0;0;4;0;0;0;3;1;0;0;0;2;3;3;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Ancylus;fluviatilis;Ancylus fluviatilis;10;22;13;;1;;;;;;1;5;1;;;;;;;;Ancylus fluviatilis;0;0;3;3;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;1;0;0;0;0;0;2;0;0;2;5;2;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;1;1;3;2;1;0;1;2;2;2;0;3;2;3;3;3;3;3;3;2;1;2;3;4;1;1;1;0;1;3;3;0;0;1;1;0;5;4;0;0;2;2;1;0;0;0;0;0;3;0;0;2;0;1;1;3;2
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Ferrissia;sp.;Ferrissia;;;;;;;;;;;;;;;;;;;;;Ferrissia;0;3;0;0;0;0;0;3;0;0;3;0;3;0;0;2;0;0;0;3;0;0;0;0;2;1;1;0;0;0;0;0;2;0;0;2;2;0;2;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;1;3;3;3;2;0;0;1;2;2;0;3;1;0;3;3;3;3;3;0;0;0;0;0;1;2;3;0;1;0;1;1;0;0;0;0;1;1;0;0;4;0;2;3;3;0;0;0;2;3;0;0;0;2;2;0;0
Gastropoda;ACROLOXIDAE;ACROLOXIDAE;[Fam:ACROLOXIDAE];Acroloxus;lacustris;Acroloxus lacustris;;;;;;;;;;;;;;;;;;;;;Acroloxus lacustris;0;0;3;0;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;0;2;0;0;2;4;0;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;1;1;2;3;0;3;2;0;1;2;2;0;3;1;3;3;3;3;3;3;0;0;0;0;1;2;3;2;0;3;0;1;3;0;0;0;0;1;0;0;0;5;2;0;2;3;0;0;0;1;3;0;0;0;3;2;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Gyraulus;crista;Armiger crista;;;;;;;;;;;;;;;;;;;;;Armiger crista;0;3;0;0;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;1;3;0;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;1;1;1;2;3;0;2;2;0;0;3;0;0;3;1;2;2;2;2;1;3;0;0;0;0;0;1;3;1;0;1;0;2;1;0;0;0;0;0;0;0;0;4;0;1;1;0;0;1;0;3;0;0;0;0;3;1;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Bathyomphalus;contortus;Bathyomphalus contortus;;;;;;;;;;;;;;;;;;;;;Bathyomphalus contortus;0;3;2;0;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;1;0;3;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;3;1;1;1;1;3;3;3;1;0;0;2;3;1;0;3;1;3;3;3;3;3;3;0;0;0;0;3;2;2;0;0;5;0;2;3;0;3;0;0;3;1;0;0;5;1;0;0;3;0;1;0;3;0;0;0;0;3;2;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Hippeutis;complanatus;Hippeutis complanata;;;;;;;;;;;;;;;;;;;;;Hippeutis complanata;0;1;3;0;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;1;1;3;1;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;1;3;0;1;3;0;2;2;1;0;3;1;2;2;2;2;2;3;0;0;0;0;1;2;3;1;0;3;0;1;3;0;0;0;0;2;1;0;0;4;1;0;0;3;0;1;0;3;0;0;0;0;3;0;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Planorbarius;corneus;Planorbarius corneus;;;;;;;;;;;;;;;;;;;;;Planorbarius corneus;0;0;0;0;3;0;0;1;3;3;0;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;1;0;2;4;2;3;2;0;1;0;0;0;3;1;0;0;0;0;3;0;0;0;0;0;1;3;0;0;1;1;1;3;0;2;3;0;1;2;2;0;3;2;3;3;3;3;1;3;0;0;0;0;1;2;3;1;0;5;0;1;3;1;2;0;0;3;1;0;0;4;1;0;0;3;0;1;0;3;0;0;0;0;3;1;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Gyraulus;sp.;Gyraulus;;;;;;;;;;;;;;;;;;;;;Gyraulus;0;0;3;0;0;0;0;3;1;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;2;0;0;0;0;0;1;1;0;0;1;4;1;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;1;1;3;3;1;3;1;0;2;2;1;0;3;1;3;3;3;3;3;3;0;0;1;1;1;2;3;2;0;4;0;3;5;0;1;0;0;3;1;0;1;5;1;0;3;4;0;1;0;3;0;0;0;0;3;2;1;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Segmentina;nitida;Segmentina  nitida;;;;;;;;;;;;;;;;;;;;;Segmentina  nitida;0;0;3;0;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;1;1;3;1;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;1;3;0;1;1;1;1;3;1;3;1;0;1;1;1;0;3;1;2;2;2;2;2;3;0;0;2;1;1;2;3;1;0;5;0;1;4;0;1;0;0;3;2;2;0;3;1;0;0;3;0;1;0;3;0;0;0;0;3;1;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Anisus;sp.;Anisus;;;;;;;;;;;;;;;;;;;;;Anisus;0;0;3;2;0;0;0;3;0;0;3;0;3;0;0;1;0;0;0;3;0;0;0;0;2;1;0;0;1;0;1;3;0;0;0;3;4;3;1;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;0;3;0;0;1;1;1;3;3;2;0;0;1;3;1;0;3;2;3;3;3;3;3;3;0;0;0;0;1;2;2;1;0;4;0;3;2;0;3;0;0;3;1;0;0;5;1;0;0;3;0;1;0;3;0;0;0;0;3;1;0;0
Gastropoda;PLANORBIDAE;PLANORBIDAE;[Fam:PLANORBIDAE];Planorbis;sp.;Planorbis;;;;;;;;;;;;;;;;;;;;;Planorbis;0;0;0;3;0;0;0;3;0;0;3;1;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;3;2;2;1;0;0;0;0;0;1;2;0;0;0;0;3;2;0;0;0;0;1;3;0;0;0;0;1;3;0;3;2;0;1;3;1;0;3;2;3;3;3;3;3;3;1;0;1;1;1;3;3;1;0;4;1;3;3;2;1;1;0;3;1;1;1;5;1;0;2;3;0;2;0;4;0;0;0;0;3;1;0;0
Gastropoda;PHYSIDAE;PHYSIDAE;[Fam:PHYSIDAE];Physa;fontinalis;Physa fontinalis;;;;;;;;;;;;;;;;;;;;;Physa fontinalis;0;0;1;3;0;0;0;3;1;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;3;5;1;1;0;1;0;0;0;1;3;0;0;0;0;3;1;0;0;0;0;2;3;0;0;0;0;1;3;1;2;2;0;1;3;2;0;3;3;3;3;3;3;3;3;0;0;0;1;2;3;3;3;1;5;0;2;5;1;1;0;0;3;1;0;1;5;1;0;1;2;0;2;0;4;0;0;0;0;3;1;0;0
Gastropoda;PHYSIDAE;PHYSIDAE;[Fam:PHYSIDAE];Physella;sp.;Physella;;;;;;;;;;;;;;;;;;;;;Physella;0;0;0;3;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;2;3;3;1;0;1;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;2;3;0;0;0;0;0;0;0;3;1;0;0;2;3;1;3;1;0;0;2;0;0;3;0;0;1;1;1;1;1;1;0;1;0;2;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;0;3;0;0;0;0;3;3;0;0
Gastropoda;PHYSIDAE;PHYSIDAE;[Fam:PHYSIDAE];Aplexa;hypnorum;Aplexa hypnorum;;;;;;;;;;;;;;;;;;;;;Aplexa hypnorum;0;0;0;3;0;0;0;3;0;0;3;1;3;0;0;2;0;0;0;3;0;0;0;0;2;1;0;0;1;0;0;3;0;0;0;2;3;1;1;0;1;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;0;3;0;0;1;1;2;3;0;3;1;0;2;3;0;0;3;1;3;3;3;3;1;3;0;0;2;0;0;0;1;0;0;3;0;1;2;0;3;0;0;3;1;0;0;4;1;0;2;3;0;1;0;3;0;0;0;0;2;2;0;0
Gastropoda;LYMNAEIDAE;LYMNAEIDAE;[Fam:LYMNAEIDAE];Myxas;glutinosa;Myxas glutinosa;;;;;;;;;;;;;;;;;;;;;Myxas glutinosa;0;0;0;3;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;2;2;3;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;1;1;1;3;0;3;0;0;0;3;1;0;3;0;3;3;3;2;0;3;0;0;0;0;0;1;3;1;0;3;0;2;3;1;0;0;0;3;1;0;0;4;1;0;0;3;0;0;0;3;0;0;0;0;3;1;1;0
Gastropoda;LYMNAEIDAE;LYMNAEIDAE;[Fam:LYMNAEIDAE];Stagnicola;sp.;Stagnicola;;;;;;;;;;;;;;;;;;;;;Stagnicola;0;0;0;0;3;0;0;3;0;0;3;1;3;0;0;2;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;2;2;3;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;1;2;2;3;0;2;1;0;2;3;1;0;3;2;0;0;2;0;0;3;0;0;0;0;1;2;3;2;0;4;0;3;3;2;2;1;0;0;0;0;0;3;0;0;0;2;0;0;0;3;0;0;0;0;3;1;0;0
Gastropoda;LYMNAEIDAE;LYMNAEIDAE;[Fam:LYMNAEIDAE];Galba;truncatula;Galba truncatula;;;;;;;;;;;;;;;;;;;;;Galba truncatula;0;0;0;3;1;0;0;3;0;0;0;3;3;0;0;1;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;0;0;1;3;4;2;1;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;1;2;2;2;2;2;1;1;1;1;1;2;1;1;3;1;3;3;3;3;3;3;3;1;1;3;2;1;1;1;0;4;0;3;2;2;3;0;0;3;1;0;0;4;1;2;0;3;0;0;0;3;0;0;0;0;1;1;2;0
Gastropoda;LYMNAEIDAE;LYMNAEIDAE;[Fam:LYMNAEIDAE];Lymnaea;stagnalis;Lymnaea stagnalis;;;;;;;;;;;;;;;;;;;;;Lymnaea stagnalis;0;0;0;0;3;3;0;3;2;1;3;0;3;0;0;2;0;0;0;3;1;0;0;0;2;2;0;0;0;0;0;2;0;0;1;2;3;0;3;0;2;0;0;0;1;3;0;0;2;0;3;0;0;0;0;0;2;3;0;0;0;1;2;3;1;3;2;0;1;3;0;0;3;3;3;3;3;3;3;3;2;1;1;2;2;3;3;1;0;5;0;3;5;1;1;2;0;1;2;1;1;5;1;0;2;3;0;1;0;3;0;0;0;0;3;3;1;0
Gastropoda;LYMNAEIDAE;LYMNAEIDAE;[Fam:LYMNAEIDAE];Radix;sp.;Radix;;;;;;;;;;;;;;;;;;;;;Radix;0;0;0;1;3;0;0;2;3;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;3;5;3;1;3;1;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;1;2;3;0;3;1;0;1;3;2;0;3;2;3;3;3;3;3;3;3;1;1;2;3;2;3;1;0;2;0;3;2;0;1;0;0;3;1;1;1;5;1;0;0;3;0;1;0;3;0;0;0;0;3;3;0;0
Bivalvia;SPHAERIIDAE;SPHAERIIDAE;[Fam:SPHAERIIDAE];Sphaerium;sp.;Sphaerium;;;;;;;;;;;;;;;;;;;;;Sphaerium;0;0;0;3;1;0;0;1;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;3;1;1;0;0;0;0;1;0;0;3;0;5;1;0;2;0;0;0;0;0;0;3;0;0;0;1;3;0;0;0;0;0;3;0;0;1;2;3;3;1;3;1;0;1;3;2;0;3;1;3;3;3;3;3;3;0;0;0;1;1;3;3;3;0;2;0;1;2;1;1;1;0;2;0;4;2;2;1;0;0;4;0;0;0;1;4;0;2;0;3;2;1;0
Bivalvia;SPHAERIIDAE;SPHAERIIDAE;[Fam:SPHAERIIDAE];Pisidium;sp.;Pisidium;;;;;;;;;;;;;;;;;;;;;Pisidium;0;3;2;1;0;0;0;2;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;3;1;1;0;1;0;0;1;0;0;3;0;5;0;0;2;0;0;0;0;0;0;3;0;0;0;1;3;0;0;0;1;0;3;0;1;2;3;3;3;3;1;1;0;3;2;1;0;3;1;3;3;3;3;3;3;2;2;1;2;3;3;3;3;0;3;0;3;2;1;1;2;0;1;1;4;4;3;0;1;3;4;0;0;0;1;4;1;2;0;2;2;1;0
Bivalvia;CORBICULIDAE;CORBICULIDAE;[Fam:CORBICULIDAE];Corbicula;sp.;Corbicula;;;;;;;;;;;;;;;;;;;;;Corbicula;0;0;0;0;1;3;0;0;3;0;2;2;3;3;0;3;3;1;0;0;0;0;0;0;3;1;0;0;0;0;1;0;3;0;3;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;1;3;0;1;2;0;0;0;1;2;3;3;0;1;3;3;3;3;0;0;0;0;0;0;4;4;3;0;1;3;0;0;0;1;0;1;2;5;2;0;0;0;0;3;0;0;1;1;4;0;0;0;3;3;0;0
Bivalvia;DREISSENIDAE;DREISSENIDAE;[Fam:DREISSENIIDAE];Dreissena;polymorpha;Dreissena polymorpha;;;;;;;;;;;;;;;;;;;;;Dreissena polymorpha;0;0;0;0;3;1;0;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;3;0;2;0;0;3;0;0;0;0;0;0;3;0;0;0;1;3;0;0;0;0;0;3;0;0;0;0;1;3;0;2;1;0;1;3;1;0;3;2;3;3;3;3;3;3;0;0;0;0;0;1;4;5;2;1;3;2;2;0;0;2;0;5;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;3;3;3;0;0
Bivalvia;DREISSENIDAE;DREISSENIDAE;[Fam:DREISSENIIDAE];Congeria;sp.;Congeria;;;;;;;;;;;;;;;;;;;;;Congeria;0;0;0;3;1;0;0;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;2;0;1;0;0;2;0;0;0;0;0;0;3;0;0;0;1;3;0;0;0;0;1;3;0;0;0;0;1;3;0;3;0;0;0;2;2;0;3;3;0;0;0;3;0;3;0;0;0;0;0;0;2;2;2;0;1;2;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;3;3;3;0;0
Bivalvia;UNIONIDAE;UNIONIDAE;UNIONINAE;Unio;sp.;Unio;;;;;;;;;;;;;;;;;;;;;Unio;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;3;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;1;3;0;0;0;0;1;3;0;0;0;0;0;3;2;3;2;0;2;3;1;0;3;1;3;3;3;3;3;3;0;0;0;0;1;2;4;4;0;2;2;2;1;0;0;1;0;2;2;5;4;0;0;0;0;3;0;0;0;0;3;0;1;0;2;3;1;1
Bivalvia;UNIONIDAE;UNIONIDAE;ANODONTINAE;Anodonta;sp.;Anodonta;;;;;;;;;;;;;;;;;;;;;Anodonta;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;3;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;1;3;0;0;0;0;0;3;0;0;0;0;1;3;1;2;1;0;1;2;2;0;3;1;3;3;3;3;3;3;0;0;0;0;1;2;4;4;0;1;0;1;2;0;0;1;0;0;2;5;4;2;0;0;0;4;0;0;0;0;3;0;1;0;3;3;0;0
Bivalvia;UNIONIDAE;UNIONIDAE;PSILUNIONINAE;Potomida (Psilunio);littoralis;Potomida littoralis;;;;;;;;;;;;;;;;;;;;;Potomida littoralis;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;1;3;0;0;0;0;0;3;0;0;0;0;0;3;2;0;0;0;3;0;0;0;3;1;3;3;3;3;3;3;0;0;0;0;0;2;3;3;0;0;2;2;1;0;0;0;0;0;0;5;3;0;0;0;0;3;0;0;0;0;3;0;1;0;0;1;2;0
Bivalvia;UNIONIDAE;UNIONIDAE;ANODONTINAE;Pseudanodonta;sp.;Pseudanodonta;;;;;;;;;;;;;;;;;;;;;Pseudanodonta;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;1;3;0;0;0;0;0;3;0;0;0;0;0;3;2;0;0;0;1;3;0;0;3;1;3;3;3;3;3;3;0;0;0;0;0;2;3;3;0;0;0;2;0;0;0;1;0;0;0;5;4;0;0;0;0;4;0;0;0;0;3;0;1;0;1;3;0;0
Bivalvia;MARGARITIFERIDAE;MARGARITIFERIDAE;[Fam:MARGARITIFERIDAE];Margaritifera;margaritifera;Margaritifera  margaritifera;;;;;;;;;;;;;;;;;;;;;Margaritifera  margaritifera;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;3;2;2;0;0;0;0;3;0;0;0;0;0;3;0;3;1;3;0;0;0;2;0;2;0;0;0;0;1;3;3;0;0;1;3;0;0;0;3;0;1;0;2;0;0;3;0;0;0;0;0;0;2;2;0;0;3;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;3;0
Crustacea;ARGULIDAE;ARGULIDAE;[Fam:ARGULIDAE];Argulus;sp.;Argulus;;;;;;;;;;;;;;;;;;;;;Argulus;0;0;3;1;0;0;0;3;0;0;0;3;2;3;0;3;0;0;0;3;0;0;0;0;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;3;1;3;0;0;0;0;2;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;0;3;1;3;0;3;0;0;0;0;0;0;1;1;0;3;0;1;3;0;0;3;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;3;0;3;2;0;0
Crustacea;[Ord:Anostraca];[Ord:Anostraca];[Ord:Anostraca];Anostraca;Gen. sp.;Anostraca;;;;;;;;;;;;;;;;;;;;;Anostraca;0;0;2;3;1;0;0;3;0;0;0;3;2;3;0;3;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2;0;0;3;0;0;0;1;3;0;0;0;0;2;3;0;0;0;0;0;0;0;0;3;1;1;1;1;1;3;2;0;2;2;2;2;3;3;2;0;0;0;0;0;0;0;3;0;0;2;2;3;0;0;0;0;0;2;0;0;0;2;3;0;0;3;0;0;0;0;0;3;0;0;0
Crustacea;TRIOPSIDAE;TRIOPSIDAE;[Fam:TRIOPSIDAE];Triops;cancriformis;Triops cancriformis;;;;;;;;;;;;;;;;;;;;;Triops cancriformis;0;0;0;0;0;2;3;3;0;0;0;3;2;3;0;3;1;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;0;3;3;1;0;0;1;0;0;0;3;0;0;0;0;1;0;1;3;0;0;0;0;2;3;0;0;0;0;0;0;0;0;3;1;1;1;1;1;3;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;2;0;0;0;2;3;0;0;2;3;1;0;0;0;3;0;0;0
Crustacea;TRIOPSIDAE;TRIOPSIDAE;[Fam:TRIOPSIDAE];Lepidurus;apus;Lepidurus apus;;;;;;;;;;;;;;;;;;;;;Lepidurus apus;0;0;0;0;0;0;3;3;0;0;0;3;2;3;0;3;1;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;0;3;3;1;0;0;1;0;0;0;3;0;0;0;0;1;0;1;3;0;0;0;0;2;3;0;0;0;0;1;3;0;0;3;1;1;1;1;1;3;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;3;0;0;2;3;1;0;0;0;3;0;0;0
Crustacea;[Ord:Conchostraca];[Ord:Conchostraca];[Ord:Conchostraca];Conchostraca;Gen. sp.;Conchostraca;;;;;;;;;;;;;;;;;;;;;Conchostraca;0;0;0;3;0;0;0;3;0;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;0;3;0;0;0;1;3;0;0;0;0;2;2;0;0;0;0;0;0;0;0;3;1;1;1;1;1;3;0;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;3;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;3;2;0;0;0;3;0;0;0
Crustacea;GAMMARIDAE;GAMMARIDAE;[Fam:GAMMARIDAE];Gammarus;sp.;Gammarus;;12;;;;;;;;;;;;;;;;;;;Gammarus;0;0;0;2;2;0;0;1;3;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;3;0;1;5;2;1;2;2;1;0;0;0;3;1;0;0;0;0;0;3;0;0;0;1;0;3;1;1;2;2;2;3;3;3;0;1;2;3;2;0;3;1;2;2;2;2;2;3;3;0;2;2;2;2;2;2;2;1;3;4;1;0;1;2;0;5;3;2;1;3;2;4;4;0;0;0;2;3;0;1;0;0;1;2;3;1
Crustacea;GAMMARIDAE;GAMMARIDAE;[Fam:GAMMARIDAE];Echinogammarus;sp.;Echinogammarus;3;;;10;2;51;70;12;8;2;4;16;3;2;2;25;140;110;15;11;Echinogammarus;0;0;0;0;3;0;0;0;3;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;1;5;2;1;2;2;1;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;1;2;2;2;2;0;0;2;2;0;0;3;1;2;2;2;2;2;3;0;0;0;0;0;0;1;3;2;0;3;4;0;0;0;0;0;5;3;1;1;5;2;4;4;0;0;0;2;3;0;0;0;0;0;2;0;0
Crustacea;GAMMARIDAE;GAMMARIDAE;[Fam:GAMMARIDAE];Niphargus;sp.;Niphargus;;;;;;;;;;;;;;;;;;;;;Niphargus;0;0;0;0;3;0;0;0;3;3;0;0;3;3;0;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;5;1;0;0;0;1;1;0;0;0;3;0;0;0;0;0;1;3;0;0;0;3;0;1;0;0;1;1;1;3;2;0;0;3;1;1;0;0;3;0;3;3;3;3;3;3;1;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;5;1;1;3;5;0;0;0;0;0;0;0;1;3;1;3;0;0;3;1;0;0
Crustacea;CRANGONYCITIDAE;CRANGONYCITIDAE;[Fam:CRANGONYCITIDAE];Crangonyx;sp.;Crangonyx;;;;;;;;;;;;;;;;;;;;;Crangonyx;0;2;2;0;0;0;0;0;3;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;4;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;3;1;0;0;3;3;0;2;0;0;0;0;0;0;1;1;1;0;3;2;3;0;0;3;0;0;0;0;1;3;0;0;3;0;0;0;2;3;0;1;0;0;3;3;0;0
